"","category_list","funding_total_usd","country_code","invest_duration","deals","ex_sd","ex_sd_5years","ex_mean_5years","IPO_mean_5years","IPO_growth_5years","MA_mean_5years","MA_growth_5years","label"
"15173","Cloud Management",32435444,"GBR",0,2,332.650930201571,168.966802123968,870.038,40.7166666666667,0.133333333333333,32.75,-0.03125,"0"
"15174","Education",13000,"RUS",0,1,32694.9996306408,16524.605180101,59832.982,3.95,-0.8,2.61666666666667,0.5,"0"
"15175","Mobile",205000,"USA",141.571428571429,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15176","Enterprise Software",51600000,"USA",0,3,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"15177","Enterprise Software",40800000,"USA",278.428571428571,17,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"1"
"15178","Aerospace",120000,"USA",0,2,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15179","Clean Technology",18600000,"USA",38.2857142857143,2,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"15180","Android",4500000,"USA",93.2857142857143,8,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15181","Content",13250000,"USA",135.428571428571,7,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"15182","Cloud Security",66500000,"USA",115,6,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15183","Enterprise Software",17227000,"USA",172,4,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15184","E-Commerce",661000,"NOR",0,2,3668.06677510653,1161.34022881755,9283.922,13.4666666666667,-0.0769230769230769,8.05,-0.636363636363636,"0"
"15185","Clean Technology",3e+06,"USA",47.8571428571429,4,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15186","Health and Wellness",8e+05,"USA",0,3,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15187","Environmental Innovation",4500000,"IND",0,2,33381.9487012152,3949.55095556065,79770.738,5.85,6,5.71666666666667,-0.6,"0"
"15188","Apps",41250,"HKG",0,1,3170.63543963043,1486.59294852357,11091.95,20.65,0.3125,20.25,-0.736842105263158,"0"
"15189","Clean Technology",143500000,"USA",223.428571428571,15,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"15190","Travel",1539933,"CZE",161,3,8821.22989816367,2499.49648300013,29063.474,12.7666666666667,-0.785714285714286,7.58333333333333,-0.388888888888889,"0"
"15191","Information Technology",3e+07,"USA",0,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15192","Wireless",23500000,"USA",0,4,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"15193","Development Platforms",752472,"ITA",0,1,354.665676198768,69.1122172267682,1060.602,23.45,-0.15,23.15,1.75,"0"
"15194","Advertising",5e+05,"USA",27.8571428571429,14,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15195","Aerospace",120000,"USA",0,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15196","Aerospace",3595000,"USA",116,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15197","Databases",31889536,"FIN",230.428571428571,10,354.665676198768,149.855723180665,1073.778,22.2,-0.723404255319149,13.7333333333333,0.117647058823529,"0"
"15198","Clean Technology",6500000,"USA",122,9,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15199","Cloud Computing",64510000,"USA",385.142857142857,20,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"15200","Analytics",6e+06,"USA",0,2,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"15201","Analytics",21575000,"USA",61.7142857142857,9,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15202","Android",1200000,"USA",0,6,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15203","Drones",5771999,"USA",49.2857142857143,11,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15204","Advertising",25456000,"USA",183.428571428571,4,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15205","Drones",335000,"USA",39.4285714285714,3,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15206","Crowdsourcing",50000,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15207","Collaboration",339950000,"USA",328,30,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15208","Music",75663277,"USA",204.142857142857,17,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"15209","Analytics",3883838,"USA",46,7,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15210","Education",1100000,"USA",0,3,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15211","Hardware + Software",15000,"USA",0,1,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"15212","Biotechnology",7150000,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15213","Electronics",7e+06,"CHN",0,2,2423.75249523914,1437.55268144162,8875.868,19.8333333333333,2.35,7.46666666666667,-1,"0"
"15214","Education",20000,"USA",30.2857142857143,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15215","Advertising",150000,"USA",0,2,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15216","Finance Technology",2e+06,"USA",24.1428571428571,11,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15217","Artists Globally",4800000,"GBR",87.1428571428571,3,332.650930201571,251.474457649281,643.03,40,-0.166666666666667,36.65,-0.412698412698413,"0"
"15218","Photography",7.8e+07,"USA",156.428571428571,10,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"15219","Mobile",480000,"USA",89.1428571428571,10,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15220","Advertising",1200000,"USA",0,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15221","Art",7300000,"USA",118.571428571429,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15222","Email",120000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15223","Enterprise Software",7e+06,"USA",81,3,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"1"
"15224","Curated Web",3e+06,"USA",18.1428571428571,7,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"1"
"15225","3D",2750000,"USA",25.8571428571429,4,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15226","Travel",1e+06,"USA",246,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15227","Hardware + Software",14500000,"USA",34.5714285714286,6,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"1"
"15228","Curated Web",20000,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15229","Service Providers",900458,"IND",0,1,33381.9487012152,12858.566707595,22396.472,22.1333333333333,-0.8,32.4333333333333,-0.560606060606061,"0"
"15230","Email",150000,"GBR",0,1,332.650930201571,195.847532994419,512.516,40.1166666666667,-0.383333333333333,37.65,-0.354166666666667,"0"
"15231","E-Commerce",2e+05,"GBR",0,1,332.650930201571,195.847532994419,512.516,40.1166666666667,-0.383333333333333,37.65,-0.354166666666667,"0"
"15232","Curated Web",37400000,"CAN",103.285714285714,11,505.85272116889,122.296525175493,1529.582,17.9333333333333,-0.36,44.2666666666667,0.6,"1"
"15233","Advertising",43100000,"USA",344,10,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"15234","Cosmetics",20000,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15235","Digital Media",2075000,"USA",16.1428571428571,5,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15236","Advertising",1087178,"ESP",53.4285714285714,4,354.665676198768,128.227526568986,1097.738,32.3666666666667,-0.341463414634146,29.8833333333333,5.8,"0"
"15237","Logistics",70000,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15238","Health Care",2.44e+08,"USA",205.142857142857,13,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"1"
"15239","Curated Web",2616169,"USA",132.428571428571,12,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15240","Communities",1e+06,"USA",0,1,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"15241","E-Commerce",8315464,"FRA",234.285714285714,2,354.665676198768,292.741033628701,928.532,29.3833333333333,-0.63265306122449,18.6333333333333,0.142857142857143,"0"
"15242","Blogging Platforms",5100000,"CHE",298,11,323.323369107507,251.580853007537,1244.06,17.3,-0.875,26.8666666666667,-0.628571428571429,"0"
"15243","Advertising",4e+06,"USA",0,1,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"15244","Events",41500,"GBR",82.5714285714286,1,332.650930201571,128.997638272954,892.644,45.9666666666667,-0.184210526315789,36.2,0.5,"0"
"15245","Financial Exchanges",2710000,"GBR",251,4,332.650930201571,241.986560019353,783.924,39.2166666666667,-0.516666666666667,34.7,-0.64,"0"
"15246","Transportation",3e+06,"USA",36.8571428571429,16,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15247","Active Lifestyle",875000,"USA",105.571428571429,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15248","Education",3e+06,"USA",43,16,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15249","Aerospace",29225,"MEX",30.2857142857143,2,8949.80628685969,3232.47025067981,20046.524,23.05,-0.266666666666667,4.88333333333333,1,"0"
"15250","Curated Web",125000,"USA",55.1428571428571,4,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15251","Big Data",4099999,"JPN",0,1,38839.0739421941,3137.23912903208,137559.426,23.5666666666667,3.44444444444444,22.35,0.35,"0"
"15252","E-Commerce",7039987,"USA",97.7142857142857,7,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15253","Big Data Analytics",18000,"USA",42.8571428571429,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15254","Health and Wellness",50000,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"15255","E-Commerce",2614987,"USA",190.285714285714,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15256","Hardware + Software",3959672,"USA",1.42857142857143,4,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15257","Data Mining",1.2e+07,"AUS",165,3,515.222230010564,107.305495059666,1464.488,24.4166666666667,-0.275862068965517,28.5333333333333,-0.08,"0"
"15258","Hardware + Software",6100000,"USA",0,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15259","Electrical Distribution",45742501,"USA",132.857142857143,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15260","Finance",1381877,"FRA",0,10,354.665676198768,128.227526568986,1097.738,28.8833333333333,0.217391304347826,22.0833333333333,0.6,"0"
"15261","Finance",7600000,"USA",84,12,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15262","Finance Technology",750000,"BRA",73.7142857142857,3,2039.5468217166,588.243429075073,3485.36,14.1166666666667,-0.388888888888889,14.9166666666667,0.555555555555556,"0"
"15263","Software",3e+06,"USA",0,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15264","Curated Web",7800000,"FRA",37.8571428571429,1,354.665676198768,149.855723180665,1073.778,29.35,-0.172413793103448,20.5833333333333,0.647058823529412,"0"
"15265","Analytics",178149887,"USA",426.857142857143,18,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"15266","Electrical Distribution",4798337,"GBR",54.4285714285714,4,332.650930201571,241.986560019353,783.924,39.2166666666667,-0.516666666666667,34.7,-0.64,"0"
"15267","Analytics",25325496,"USA",139.142857142857,3,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15268","3D",2636357,"CHE",130,1,323.323369107507,177.473318219951,1274.504,17.2,1.42857142857143,31.8833333333333,0,"0"
"15269","Education",6350000,"USA",141.571428571429,16,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"15270","Software",8520000,"FRA",167,7,354.665676198768,76.3612793240134,1121.154,30.05,-0.34375,38.0833333333333,0.458333333333333,"0"
"15271","Finance",5170000,"GBR",0,1,332.650930201571,195.847532994419,512.516,40.1166666666667,-0.383333333333333,37.65,-0.354166666666667,"0"
"15272","Drones",1e+05,"DNK",0,1,2643.03787519948,510.797401843431,7917.474,16.25,0.307692307692308,6.21666666666667,-0.285714285714286,"0"
"15273","Recruiting",120000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15274","Consumer Goods",2e+05,"IND",0,1,33381.9487012152,8608.15872008526,84829.336,7.63333333333333,7.5,4.63333333333333,-0.428571428571429,"0"
"15275","B2B",63099998,"USA",217.857142857143,26,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15276","Ad Targeting",2775372,"FIN",0,1,354.665676198768,69.1122172267682,1060.602,23.1666666666667,-0.617647058823529,23.1166666666667,-0.0666666666666667,"0"
"15277","Algorithms",1400000,"RUS",0,1,32694.9996306408,16524.605180101,59832.982,3.95,-0.8,2.61666666666667,0.5,"0"
"15278","Apps",50200000,"JPN",84.7142857142857,12,38839.0739421941,2922.8689823066,135987.134,19.75,2,20.4666666666667,0.380952380952381,"0"
"15279","EdTech",370000,"USA",50.1428571428571,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15280","Advertising",1750000,"CHN",177.285714285714,3,2423.75249523914,1185.46355373331,9089.586,17.7166666666667,0.6,4.36666666666667,6,"0"
"15281","Analytics",1825000,"USA",135.571428571429,2,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15282","Enterprise Software",24960000,"USA",178.285714285714,8,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15283","Collaboration",68440000,"USA",359.714285714286,9,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"15284","Collaborative Consumption",750000,"USA",120.857142857143,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15285","Web Hosting",20868675,"USA",168.142857142857,3,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15286","Hospitality",20000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15287","Home Automation",15500000,"USA",49,28,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"1"
"15288","Advertising",5e+06,"USA",0,2,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"15289","Collaboration",2e+05,"DEU",0,1,354.665676198768,69.1122172267682,1060.602,27.1,0.5625,48.7166666666667,-0.0851063829787234,"0"
"15290","E-Commerce",19500978,"USA",263.857142857143,5,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15291","Software",4e+05,"GBR",0,14,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"15292","Biotechnology",4e+06,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15293","Messaging",1350000,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"15294","College Recruiting",9e+06,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"15295","Curated Web",40000,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15296","Clean Energy",670000,"USA",0,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15297","Android",50000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15298","EdTech",5989120,"KOR",220.285714285714,4,489702.373787573,247633.720546129,1557673.234,16.1666666666667,-0.5,11,0.666666666666667,"0"
"15299","Software",3e+06,"USA",0,1,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"15300","3D",11735160,"DEU",168.428571428571,2,354.665676198768,180.186576914042,640.76,35.2833333333333,0.0588235294117647,45.0666666666667,-0.365384615384615,"0"
"15301","Apps",6e+06,"CHN",0,2,2423.75249523914,534.619987346152,8031.538,30.2833333333333,0.208333333333333,12.8333333333333,0.4,"0"
"15302","Android",1206905,"KOR",70.7142857142857,5,489702.373787573,92148.3579095238,1407829.13,14.85,1.28571428571429,9.93333333333333,0,"0"
"15303","Consumer Internet",14399999,"USA",211.857142857143,6,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"15304","Big Data",5e+05,"USA",3.57142857142857,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15305","Manufacturing",6.7e+07,"USA",223.714285714286,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15306","Games",2.9e+07,"USA",0,5,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"15307","Fashion",1022917,"GBR",0,1,332.650930201571,128.997638272954,892.644,45.9666666666667,-0.184210526315789,36.2,0.5,"0"
"15308","Music",325000,"USA",38.8571428571429,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15309","Consumer Electronics",1e+05,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15310","Finance",20000,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15311","Curated Web",2125000,"USA",131,15,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15312","Clean Technology",1100000,"SGP",0,3,477.426460215571,219.794846095171,1803.522,16.45,-0.740740740740741,17.8666666666667,-0.352941176470588,"0"
"15313","Audio",80100000,"USA",381.285714285714,18,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"15314","Mobile Games",1975141,"KOR",0,2,489702.373787573,421075.661743675,1195180.816,29.5166666666667,-0.55,31.7833333333333,-0.620689655172414,"0"
"15315","Health and Wellness",843973,"SWE",108.714285714286,2,3592.94496040463,1003.38695660249,9824.934,14.8666666666667,-0.05,20,-0.257142857142857,"0"
"15316","Apps",29472731,"USA",153.428571428571,11,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"15317","Advertising",13450000,"AUS",85.8571428571429,1,515.222230010564,80.1404026069248,1506.574,25.1166666666667,1.21428571428571,29.95,-0.342857142857143,"1"
"15318","Curated Web",1e+07,"USA",0,2,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"15319","B2B",1.2e+07,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15320","Service Providers",2467622,"FRA",0,2,354.665676198768,128.062318228275,1097.19,28.25,-0.266666666666667,25.8,0.75,"0"
"15321","Bitcoin",1560000,"USA",44.1428571428571,11,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15322","File Sharing",1185585000,"USA",160.428571428571,19,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15323","Apps",85000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15324","E-Commerce",1897699998,"IND",241.428571428571,34,33381.9487012152,12390.2329536635,75621.43,6.08333333333333,-0.625,10.8833333333333,-0.25,"0"
"15325","Fashion",1500000,"USA",0,2,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"15326","Curated Web",1e+07,"USA",119,14,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"15327","3D",432950,"FRA",76.1428571428571,7,354.665676198768,69.1122172267682,1060.602,29.3166666666667,0.380952380952381,29.3833333333333,1.4,"0"
"15328","Cloud Computing",58799998,"USA",387,13,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"15329","Health Care",6e+05,"USA",0,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15330","Android",3798030,"FRA",123,6,354.665676198768,292.741033628701,928.532,29.3833333333333,-0.63265306122449,18.6333333333333,0.142857142857143,"0"
"15331","App Stores",5e+06,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15332","Cloud Computing",2859260,"USA",68.5714285714286,6,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"15333","Email Marketing",11850000,"USA",201,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15334","Advertising",8750000,"USA",81.2857142857143,12,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15335","Tracking",10000,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15336","Big Data Analytics",30042016.634582,"AUT",65.1428571428571,1,354.665676198768,69.1122172267682,1060.602,12.25,0.25,16.4,0,"0"
"15337","SEO",325000,"USA",5.28571428571429,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15338","Design",1950000,"HKG",78.8571428571429,11,3170.63543963043,698.20297475018,9849.48,16.55,0.214285714285714,15.7166666666667,-0.619047619047619,"0"
"15339","Advertising",4e+06,"USA",0,4,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"1"
"15340","Discounts",1409268,"GBR",59.2857142857143,2,332.650930201571,103.941225315079,875.848,45.9166666666667,-0.261904761904762,44.5,0.0909090909090909,"0"
"15341","Mobile",3500000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15342","Audio",1.2e+07,"USA",61,5,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"15343","Contests",50000,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15344","Biotechnology",192243015,"USA",437.857142857143,27,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"15345","Software",25000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15346","Curated Web",15000,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"15347","E-Commerce",4074999,"USA",169,3,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"15348","Music",5e+05,"USA",0,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15349","Application Platforms",6300000,"FRA",0,6,354.665676198768,69.1122172267682,1060.602,29.3166666666667,0.380952380952381,29.3833333333333,1.4,"0"
"15350","Coupons",2845000,"USA",84.4285714285714,16,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"15351","Design",1967400,"USA",113.714285714286,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15352","Lifestyle Products",17000,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15353","Android",2065000,"USA",103.285714285714,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15354","News",3300000,"USA",111,7,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"15355","Curated Web",1286600,"DEU",0,1,354.665676198768,128.062318228275,1097.19,26.75,0.05,45.85,0.205882352941176,"0"
